"","Year","cbns","threshold","retirees","prop"
"5731",1999,4,0.85,49,0.0816326530612245
"5732",2000,5,0.85,52,0.0961538461538462
"5733",2001,5,0.85,67,0.0746268656716418
"5734",2002,5,0.85,46,0.108695652173913
"5735",2003,2,0.85,44,0.0454545454545455
"5736",2004,1,0.85,49,0.0204081632653061
"5737",2005,3,0.85,44,0.0681818181818182
"5738",2006,0,0.85,50,0
"5739",2007,5,0.85,65,0.0769230769230769
"5740",2008,2,0.85,53,0.0377358490566038
"5741",2009,4,0.85,48,0.0833333333333333
"5742",2010,3,0.85,51,0.0588235294117647
"5743",2011,1,0.85,58,0.0172413793103448
"5744",2012,1,0.85,56,0.0178571428571429
"5745",2013,3,0.85,57,0.0526315789473684
"5746",2014,2,0.85,57,0.0350877192982456
"5747",2015,2,0.85,58,0.0344827586206897
"5748",2016,8,0.85,60,0.133333333333333
"5749",2017,2,0.85,69,0.0289855072463768
"5750",2018,7,0.85,62,0.112903225806452
"5751",1969,1,0.875,32,0.03125
"5752",1970,0,0.875,35,0
"5753",1971,0,0.875,44,0
"5754",1972,3,0.875,49,0.0612244897959184
"5755",1973,3,0.875,41,0.0731707317073171
"5756",1974,2,0.875,45,0.0444444444444444
"5757",1975,1,0.875,36,0.0277777777777778
"5758",1976,0,0.875,33,0
"5759",1977,1,0.875,55,0.0181818181818182
"5760",1978,1,0.875,35,0.0285714285714286
"5761",1979,1,0.875,42,0.0238095238095238
"5762",1980,4,0.875,45,0.0888888888888889
"5763",1981,0,0.875,37,0
"5764",1982,1,0.875,38,0.0263157894736842
"5765",1983,0,0.875,35,0
"5766",1984,3,0.875,41,0.0731707317073171
"5767",1985,2,0.875,55,0.0363636363636364
"5768",1986,2,0.875,47,0.0425531914893617
"5769",1987,0,0.875,36,0
"5770",1988,0,0.875,36,0
"5771",1989,1,0.875,46,0.0217391304347826
"5772",1990,2,0.875,51,0.0392156862745098
"5773",1991,4,0.875,43,0.0930232558139535
"5774",1992,4,0.875,45,0.0888888888888889
"5775",1993,2,0.875,44,0.0454545454545455
"5776",1994,2,0.875,38,0.0526315789473684
"5777",1995,6,0.875,47,0.127659574468085
"5778",1996,3,0.875,38,0.0789473684210526
"5779",1997,4,0.875,36,0.111111111111111
"5780",1998,3,0.875,52,0.0576923076923077
"5781",1999,4,0.875,49,0.0816326530612245
"5782",2000,4,0.875,52,0.0769230769230769
"5783",2001,4,0.875,67,0.0597014925373134
"5784",2002,5,0.875,46,0.108695652173913
"5785",2003,2,0.875,44,0.0454545454545455
"5786",2004,1,0.875,49,0.0204081632653061
"5787",2005,3,0.875,44,0.0681818181818182
"5788",2006,0,0.875,50,0
"5789",2007,5,0.875,65,0.0769230769230769
"5790",2008,2,0.875,53,0.0377358490566038
"5791",2009,4,0.875,48,0.0833333333333333
"5792",2010,3,0.875,51,0.0588235294117647
"5793",2011,1,0.875,58,0.0172413793103448
"5794",2012,1,0.875,56,0.0178571428571429
"5795",2013,3,0.875,57,0.0526315789473684
"5796",2014,2,0.875,57,0.0350877192982456
"5797",2015,2,0.875,58,0.0344827586206897
"5798",2016,7,0.875,60,0.116666666666667
"5799",2017,2,0.875,69,0.0289855072463768
"5800",2018,7,0.875,62,0.112903225806452
"5801",1969,1,0.9,32,0.03125
"5802",1970,0,0.9,35,0
"5803",1971,0,0.9,44,0
"5804",1972,3,0.9,49,0.0612244897959184
"5805",1973,3,0.9,41,0.0731707317073171
"5806",1974,2,0.9,45,0.0444444444444444
"5807",1975,1,0.9,36,0.0277777777777778
"5808",1976,0,0.9,33,0
"5809",1977,1,0.9,55,0.0181818181818182
"5810",1978,1,0.9,35,0.0285714285714286
"5811",1979,1,0.9,42,0.0238095238095238
"5812",1980,4,0.9,45,0.0888888888888889
"5813",1981,0,0.9,37,0
"5814",1982,1,0.9,38,0.0263157894736842
"5815",1983,0,0.9,35,0
"5816",1984,3,0.9,41,0.0731707317073171
"5817",1985,2,0.9,55,0.0363636363636364
"5818",1986,2,0.9,47,0.0425531914893617
"5819",1987,0,0.9,36,0
"5820",1988,0,0.9,36,0
"5821",1989,1,0.9,46,0.0217391304347826
"5822",1990,2,0.9,51,0.0392156862745098
"5823",1991,4,0.9,43,0.0930232558139535
"5824",1992,4,0.9,45,0.0888888888888889
"5825",1993,2,0.9,44,0.0454545454545455
"5826",1994,2,0.9,38,0.0526315789473684
"5827",1995,6,0.9,47,0.127659574468085
"5828",1996,3,0.9,38,0.0789473684210526
"5829",1997,4,0.9,36,0.111111111111111
"5830",1998,3,0.9,52,0.0576923076923077
"5831",1999,4,0.9,49,0.0816326530612245
"5832",2000,4,0.9,52,0.0769230769230769
"5833",2001,4,0.9,67,0.0597014925373134
"5834",2002,4,0.9,46,0.0869565217391304
"5835",2003,2,0.9,44,0.0454545454545455
"5836",2004,1,0.9,49,0.0204081632653061
"5837",2005,3,0.9,44,0.0681818181818182
"5838",2006,0,0.9,50,0
"5839",2007,5,0.9,65,0.0769230769230769
"5840",2008,2,0.9,53,0.0377358490566038
"5841",2009,3,0.9,48,0.0625
"5842",2010,3,0.9,51,0.0588235294117647
"5843",2011,1,0.9,58,0.0172413793103448
"5844",2012,1,0.9,56,0.0178571428571429
"5845",2013,3,0.9,57,0.0526315789473684
"5846",2014,2,0.9,57,0.0350877192982456
"5847",2015,2,0.9,58,0.0344827586206897
"5848",2016,7,0.9,60,0.116666666666667
"5849",2017,2,0.9,69,0.0289855072463768
"5850",2018,6,0.9,62,0.0967741935483871
"5851",1969,1,0.925,32,0.03125
"5852",1970,0,0.925,35,0
"5853",1971,0,0.925,44,0
"5854",1972,3,0.925,49,0.0612244897959184
"5855",1973,3,0.925,41,0.0731707317073171
"5856",1974,2,0.925,45,0.0444444444444444
"5857",1975,1,0.925,36,0.0277777777777778
"5858",1976,0,0.925,33,0
"5859",1977,1,0.925,55,0.0181818181818182
"5860",1978,1,0.925,35,0.0285714285714286
"5861",1979,1,0.925,42,0.0238095238095238
"5862",1980,4,0.925,45,0.0888888888888889
"5863",1981,0,0.925,37,0
"5864",1982,1,0.925,38,0.0263157894736842
"5865",1983,0,0.925,35,0
"5866",1984,3,0.925,41,0.0731707317073171
"5867",1985,2,0.925,55,0.0363636363636364
"5868",1986,2,0.925,47,0.0425531914893617
"5869",1987,0,0.925,36,0
"5870",1988,0,0.925,36,0
"5871",1989,0,0.925,46,0
"5872",1990,2,0.925,51,0.0392156862745098
"5873",1991,3,0.925,43,0.0697674418604651
"5874",1992,4,0.925,45,0.0888888888888889
"5875",1993,2,0.925,44,0.0454545454545455
"5876",1994,2,0.925,38,0.0526315789473684
"5877",1995,6,0.925,47,0.127659574468085
"5878",1996,3,0.925,38,0.0789473684210526
"5879",1997,4,0.925,36,0.111111111111111
"5880",1998,3,0.925,52,0.0576923076923077
"5881",1999,4,0.925,49,0.0816326530612245
"5882",2000,4,0.925,52,0.0769230769230769
"5883",2001,4,0.925,67,0.0597014925373134
"5884",2002,4,0.925,46,0.0869565217391304
"5885",2003,2,0.925,44,0.0454545454545455
"5886",2004,1,0.925,49,0.0204081632653061
"5887",2005,3,0.925,44,0.0681818181818182
"5888",2006,0,0.925,50,0
"5889",2007,5,0.925,65,0.0769230769230769
"5890",2008,2,0.925,53,0.0377358490566038
"5891",2009,3,0.925,48,0.0625
"5892",2010,3,0.925,51,0.0588235294117647
"5893",2011,1,0.925,58,0.0172413793103448
"5894",2012,1,0.925,56,0.0178571428571429
"5895",2013,3,0.925,57,0.0526315789473684
"5896",2014,0,0.925,57,0
"5897",2015,2,0.925,58,0.0344827586206897
"5898",2016,6,0.925,60,0.1
"5899",2017,2,0.925,69,0.0289855072463768
"5900",2018,6,0.925,62,0.0967741935483871
"5901",1969,1,0.95,32,0.03125
"5902",1970,0,0.95,35,0
"5903",1971,0,0.95,44,0
"5904",1972,3,0.95,49,0.0612244897959184
"5905",1973,3,0.95,41,0.0731707317073171
"5906",1974,2,0.95,45,0.0444444444444444
"5907",1975,1,0.95,36,0.0277777777777778
"5908",1976,0,0.95,33,0
"5909",1977,1,0.95,55,0.0181818181818182
"5910",1978,1,0.95,35,0.0285714285714286
"5911",1979,1,0.95,42,0.0238095238095238
"5912",1980,4,0.95,45,0.0888888888888889
"5913",1981,0,0.95,37,0
"5914",1982,1,0.95,38,0.0263157894736842
"5915",1983,0,0.95,35,0
"5916",1984,3,0.95,41,0.0731707317073171
"5917",1985,2,0.95,55,0.0363636363636364
"5918",1986,2,0.95,47,0.0425531914893617
"5919",1987,0,0.95,36,0
"5920",1988,0,0.95,36,0
"5921",1989,0,0.95,46,0
"5922",1990,2,0.95,51,0.0392156862745098
"5923",1991,3,0.95,43,0.0697674418604651
"5924",1992,4,0.95,45,0.0888888888888889
"5925",1993,2,0.95,44,0.0454545454545455
"5926",1994,2,0.95,38,0.0526315789473684
"5927",1995,6,0.95,47,0.127659574468085
"5928",1996,3,0.95,38,0.0789473684210526
"5929",1997,4,0.95,36,0.111111111111111
"5930",1998,3,0.95,52,0.0576923076923077
"5931",1999,2,0.95,49,0.0408163265306122
"5932",2000,4,0.95,52,0.0769230769230769
"5933",2001,3,0.95,67,0.0447761194029851
"5934",2002,4,0.95,46,0.0869565217391304
"5935",2003,2,0.95,44,0.0454545454545455
"5936",2004,1,0.95,49,0.0204081632653061
"5937",2005,3,0.95,44,0.0681818181818182
"5938",2006,0,0.95,50,0
"5939",2007,5,0.95,65,0.0769230769230769
"5940",2008,2,0.95,53,0.0377358490566038
"5941",2009,3,0.95,48,0.0625
"5942",2010,3,0.95,51,0.0588235294117647
"5943",2011,1,0.95,58,0.0172413793103448
"5944",2012,1,0.95,56,0.0178571428571429
"5945",2013,3,0.95,57,0.0526315789473684
"5946",2014,0,0.95,57,0
"5947",2015,2,0.95,58,0.0344827586206897
"5948",2016,6,0.95,60,0.1
"5949",2017,2,0.95,69,0.0289855072463768
"5950",2018,6,0.95,62,0.0967741935483871
"5951",1969,1,0.975,32,0.03125
"5952",1970,0,0.975,35,0
"5953",1971,0,0.975,44,0
"5954",1972,3,0.975,49,0.0612244897959184
"5955",1973,3,0.975,41,0.0731707317073171
"5956",1974,2,0.975,45,0.0444444444444444
"5957",1975,1,0.975,36,0.0277777777777778
"5958",1976,0,0.975,33,0
"5959",1977,1,0.975,55,0.0181818181818182
"5960",1978,1,0.975,35,0.0285714285714286
"5961",1979,1,0.975,42,0.0238095238095238
"5962",1980,4,0.975,45,0.0888888888888889
"5963",1981,0,0.975,37,0
"5964",1982,1,0.975,38,0.0263157894736842
"5965",1983,0,0.975,35,0
"5966",1984,3,0.975,41,0.0731707317073171
"5967",1985,2,0.975,55,0.0363636363636364
"5968",1986,2,0.975,47,0.0425531914893617
"5969",1987,0,0.975,36,0
"5970",1988,0,0.975,36,0
"5971",1989,0,0.975,46,0
"5972",1990,2,0.975,51,0.0392156862745098
"5973",1991,3,0.975,43,0.0697674418604651
"5974",1992,4,0.975,45,0.0888888888888889
"5975",1993,2,0.975,44,0.0454545454545455
"5976",1994,2,0.975,38,0.0526315789473684
"5977",1995,6,0.975,47,0.127659574468085
"5978",1996,3,0.975,38,0.0789473684210526
"5979",1997,4,0.975,36,0.111111111111111
"5980",1998,3,0.975,52,0.0576923076923077
"5981",1999,2,0.975,49,0.0408163265306122
"5982",2000,4,0.975,52,0.0769230769230769
"5983",2001,3,0.975,67,0.0447761194029851
"5984",2002,4,0.975,46,0.0869565217391304
"5985",2003,2,0.975,44,0.0454545454545455
"5986",2004,1,0.975,49,0.0204081632653061
"5987",2005,3,0.975,44,0.0681818181818182
"5988",2006,0,0.975,50,0
"5989",2007,5,0.975,65,0.0769230769230769
"5990",2008,2,0.975,53,0.0377358490566038
"5991",2009,3,0.975,48,0.0625
"5992",2010,3,0.975,51,0.0588235294117647
"5993",2011,1,0.975,58,0.0172413793103448
"5994",2012,1,0.975,56,0.0178571428571429
"5995",2013,3,0.975,57,0.0526315789473684
"5996",2014,0,0.975,57,0
"5997",2015,2,0.975,58,0.0344827586206897
"5998",2016,6,0.975,60,0.1
"5999",2017,2,0.975,69,0.0289855072463768
"6000",2018,5,0.975,62,0.0806451612903226
"6001",1969,1,1,32,0.03125
"6002",1970,0,1,35,0
"6003",1971,0,1,44,0
"6004",1972,3,1,49,0.0612244897959184
"6005",1973,1,1,41,0.024390243902439
"6006",1974,2,1,45,0.0444444444444444
"6007",1975,1,1,36,0.0277777777777778
"6008",1976,0,1,33,0
"6009",1977,1,1,55,0.0181818181818182
"6010",1978,1,1,35,0.0285714285714286
"6011",1979,1,1,42,0.0238095238095238
"6012",1980,4,1,45,0.0888888888888889
"6013",1981,0,1,37,0
"6014",1982,1,1,38,0.0263157894736842
"6015",1983,0,1,35,0
"6016",1984,3,1,41,0.0731707317073171
"6017",1985,2,1,55,0.0363636363636364
"6018",1986,2,1,47,0.0425531914893617
"6019",1987,0,1,36,0
"6020",1988,0,1,36,0
"6021",1989,0,1,46,0
"6022",1990,2,1,51,0.0392156862745098
"6023",1991,3,1,43,0.0697674418604651
"6024",1992,4,1,45,0.0888888888888889
"6025",1993,2,1,44,0.0454545454545455
"6026",1994,2,1,38,0.0526315789473684
"6027",1995,6,1,47,0.127659574468085
"6028",1996,3,1,38,0.0789473684210526
"6029",1997,3,1,36,0.0833333333333333
"6030",1998,3,1,52,0.0576923076923077
"6031",1999,2,1,49,0.0408163265306122
"6032",2000,3,1,52,0.0576923076923077
"6033",2001,3,1,67,0.0447761194029851
"6034",2002,4,1,46,0.0869565217391304
"6035",2003,2,1,44,0.0454545454545455
"6036",2004,1,1,49,0.0204081632653061
"6037",2005,3,1,44,0.0681818181818182
"6038",2006,0,1,50,0
"6039",2007,5,1,65,0.0769230769230769
"6040",2008,1,1,53,0.0188679245283019
"6041",2009,3,1,48,0.0625
"6042",2010,2,1,51,0.0392156862745098
"6043",2011,1,1,58,0.0172413793103448
"6044",2012,1,1,56,0.0178571428571429
"6045",2013,3,1,57,0.0526315789473684
"6046",2014,0,1,57,0
"6047",2015,2,1,58,0.0344827586206897
"6048",2016,6,1,60,0.1
"6049",2017,2,1,69,0.0289855072463768
"6050",2018,4,1,62,0.0645161290322581
"6051",1969,1,1.025,32,0.03125
"6052",1970,0,1.025,35,0
"6053",1971,0,1.025,44,0
"6054",1972,3,1.025,49,0.0612244897959184
"6055",1973,1,1.025,41,0.024390243902439
"6056",1974,2,1.025,45,0.0444444444444444
"6057",1975,1,1.025,36,0.0277777777777778
"6058",1976,0,1.025,33,0
"6059",1977,1,1.025,55,0.0181818181818182
"6060",1978,1,1.025,35,0.0285714285714286
"6061",1979,1,1.025,42,0.0238095238095238
"6062",1980,4,1.025,45,0.0888888888888889
"6063",1981,0,1.025,37,0
"6064",1982,1,1.025,38,0.0263157894736842
"6065",1983,0,1.025,35,0
"6066",1984,1,1.025,41,0.024390243902439
"6067",1985,2,1.025,55,0.0363636363636364
"6068",1986,2,1.025,47,0.0425531914893617
"6069",1987,0,1.025,36,0
"6070",1988,0,1.025,36,0
"6071",1989,0,1.025,46,0
"6072",1990,2,1.025,51,0.0392156862745098
"6073",1991,3,1.025,43,0.0697674418604651
"6074",1992,4,1.025,45,0.0888888888888889
"6075",1993,2,1.025,44,0.0454545454545455
"6076",1994,2,1.025,38,0.0526315789473684
"6077",1995,6,1.025,47,0.127659574468085
"6078",1996,3,1.025,38,0.0789473684210526
"6079",1997,3,1.025,36,0.0833333333333333
"6080",1998,3,1.025,52,0.0576923076923077
"6081",1999,2,1.025,49,0.0408163265306122
"6082",2000,3,1.025,52,0.0576923076923077
"6083",2001,3,1.025,67,0.0447761194029851
"6084",2002,4,1.025,46,0.0869565217391304
"6085",2003,2,1.025,44,0.0454545454545455
"6086",2004,0,1.025,49,0
"6087",2005,3,1.025,44,0.0681818181818182
"6088",2006,0,1.025,50,0
"6089",2007,5,1.025,65,0.0769230769230769
"6090",2008,1,1.025,53,0.0188679245283019
"6091",2009,3,1.025,48,0.0625
"6092",2010,2,1.025,51,0.0392156862745098
"6093",2011,1,1.025,58,0.0172413793103448
"6094",2012,1,1.025,56,0.0178571428571429
"6095",2013,3,1.025,57,0.0526315789473684
"6096",2014,0,1.025,57,0
"6097",2015,2,1.025,58,0.0344827586206897
"6098",2016,6,1.025,60,0.1
"6099",2017,2,1.025,69,0.0289855072463768
"6100",2018,4,1.025,62,0.0645161290322581
"6101",1969,0,1.05,32,0
"6102",1970,0,1.05,35,0
"6103",1971,0,1.05,44,0
"6104",1972,2,1.05,49,0.0408163265306122
"6105",1973,1,1.05,41,0.024390243902439
"6106",1974,2,1.05,45,0.0444444444444444
"6107",1975,1,1.05,36,0.0277777777777778
"6108",1976,0,1.05,33,0
"6109",1977,1,1.05,55,0.0181818181818182
"6110",1978,1,1.05,35,0.0285714285714286
"6111",1979,1,1.05,42,0.0238095238095238
"6112",1980,4,1.05,45,0.0888888888888889
"6113",1981,0,1.05,37,0
"6114",1982,1,1.05,38,0.0263157894736842
"6115",1983,0,1.05,35,0
"6116",1984,1,1.05,41,0.024390243902439
"6117",1985,2,1.05,55,0.0363636363636364
"6118",1986,2,1.05,47,0.0425531914893617
"6119",1987,0,1.05,36,0
"6120",1988,0,1.05,36,0
"6121",1989,0,1.05,46,0
"6122",1990,2,1.05,51,0.0392156862745098
"6123",1991,3,1.05,43,0.0697674418604651
"6124",1992,4,1.05,45,0.0888888888888889
"6125",1993,1,1.05,44,0.0227272727272727
"6126",1994,2,1.05,38,0.0526315789473684
"6127",1995,6,1.05,47,0.127659574468085
"6128",1996,3,1.05,38,0.0789473684210526
"6129",1997,3,1.05,36,0.0833333333333333
"6130",1998,3,1.05,52,0.0576923076923077
"6131",1999,2,1.05,49,0.0408163265306122
"6132",2000,3,1.05,52,0.0576923076923077
"6133",2001,3,1.05,67,0.0447761194029851
"6134",2002,4,1.05,46,0.0869565217391304
"6135",2003,2,1.05,44,0.0454545454545455
"6136",2004,0,1.05,49,0
"6137",2005,3,1.05,44,0.0681818181818182
"6138",2006,0,1.05,50,0
"6139",2007,5,1.05,65,0.0769230769230769
"6140",2008,1,1.05,53,0.0188679245283019
"6141",2009,3,1.05,48,0.0625
"6142",2010,2,1.05,51,0.0392156862745098
"6143",2011,1,1.05,58,0.0172413793103448
"6144",2012,1,1.05,56,0.0178571428571429
"6145",2013,3,1.05,57,0.0526315789473684
"6146",2014,0,1.05,57,0
"6147",2015,2,1.05,58,0.0344827586206897
"6148",2016,5,1.05,60,0.0833333333333333
"6149",2017,2,1.05,69,0.0289855072463768
"6150",2018,4,1.05,62,0.0645161290322581
"6151",1969,0,1.075,32,0
"6152",1970,0,1.075,35,0
"6153",1971,0,1.075,44,0
"6154",1972,2,1.075,49,0.0408163265306122
"6155",1973,1,1.075,41,0.024390243902439
"6156",1974,2,1.075,45,0.0444444444444444
"6157",1975,1,1.075,36,0.0277777777777778
"6158",1976,0,1.075,33,0
"6159",1977,1,1.075,55,0.0181818181818182
"6160",1978,1,1.075,35,0.0285714285714286
"6161",1979,1,1.075,42,0.0238095238095238
"6162",1980,4,1.075,45,0.0888888888888889
"6163",1981,0,1.075,37,0
"6164",1982,1,1.075,38,0.0263157894736842
"6165",1983,0,1.075,35,0
"6166",1984,1,1.075,41,0.024390243902439
"6167",1985,1,1.075,55,0.0181818181818182
"6168",1986,1,1.075,47,0.0212765957446809
"6169",1987,0,1.075,36,0
"6170",1988,0,1.075,36,0
"6171",1989,0,1.075,46,0
"6172",1990,2,1.075,51,0.0392156862745098
"6173",1991,3,1.075,43,0.0697674418604651
"6174",1992,4,1.075,45,0.0888888888888889
"6175",1993,1,1.075,44,0.0227272727272727
"6176",1994,2,1.075,38,0.0526315789473684
"6177",1995,4,1.075,47,0.0851063829787234
"6178",1996,3,1.075,38,0.0789473684210526
"6179",1997,3,1.075,36,0.0833333333333333
"6180",1998,3,1.075,52,0.0576923076923077
"6181",1999,2,1.075,49,0.0408163265306122
"6182",2000,3,1.075,52,0.0576923076923077
"6183",2001,3,1.075,67,0.0447761194029851
"6184",2002,4,1.075,46,0.0869565217391304
"6185",2003,2,1.075,44,0.0454545454545455
"6186",2004,0,1.075,49,0
"6187",2005,3,1.075,44,0.0681818181818182
"6188",2006,0,1.075,50,0
"6189",2007,5,1.075,65,0.0769230769230769
"6190",2008,1,1.075,53,0.0188679245283019
"6191",2009,3,1.075,48,0.0625
"6192",2010,2,1.075,51,0.0392156862745098
"6193",2011,1,1.075,58,0.0172413793103448
"6194",2012,1,1.075,56,0.0178571428571429
"6195",2013,1,1.075,57,0.0175438596491228
"6196",2014,0,1.075,57,0
"6197",2015,2,1.075,58,0.0344827586206897
"6198",2016,5,1.075,60,0.0833333333333333
"6199",2017,1,1.075,69,0.0144927536231884
"6200",2018,4,1.075,62,0.0645161290322581
"6201",1969,0,1.1,32,0
"6202",1970,0,1.1,35,0
"6203",1971,0,1.1,44,0
"6204",1972,2,1.1,49,0.0408163265306122
"6205",1973,1,1.1,41,0.024390243902439
"6206",1974,1,1.1,45,0.0222222222222222
"6207",1975,1,1.1,36,0.0277777777777778
"6208",1976,0,1.1,33,0
"6209",1977,1,1.1,55,0.0181818181818182
"6210",1978,1,1.1,35,0.0285714285714286
"6211",1979,1,1.1,42,0.0238095238095238
"6212",1980,4,1.1,45,0.0888888888888889
"6213",1981,0,1.1,37,0
"6214",1982,1,1.1,38,0.0263157894736842
"6215",1983,0,1.1,35,0
"6216",1984,1,1.1,41,0.024390243902439
"6217",1985,1,1.1,55,0.0181818181818182
"6218",1986,1,1.1,47,0.0212765957446809
"6219",1987,0,1.1,36,0
"6220",1988,0,1.1,36,0
"6221",1989,0,1.1,46,0
"6222",1990,2,1.1,51,0.0392156862745098
"6223",1991,3,1.1,43,0.0697674418604651
"6224",1992,4,1.1,45,0.0888888888888889
"6225",1993,1,1.1,44,0.0227272727272727
"6226",1994,2,1.1,38,0.0526315789473684
"6227",1995,4,1.1,47,0.0851063829787234
"6228",1996,3,1.1,38,0.0789473684210526
"6229",1997,3,1.1,36,0.0833333333333333
"6230",1998,3,1.1,52,0.0576923076923077
"6231",1999,2,1.1,49,0.0408163265306122
"6232",2000,2,1.1,52,0.0384615384615385
"6233",2001,3,1.1,67,0.0447761194029851
"6234",2002,3,1.1,46,0.0652173913043478
"6235",2003,2,1.1,44,0.0454545454545455
"6236",2004,0,1.1,49,0
"6237",2005,3,1.1,44,0.0681818181818182
"6238",2006,0,1.1,50,0
"6239",2007,5,1.1,65,0.0769230769230769
"6240",2008,1,1.1,53,0.0188679245283019
"6241",2009,3,1.1,48,0.0625
"6242",2010,2,1.1,51,0.0392156862745098
"6243",2011,1,1.1,58,0.0172413793103448
"6244",2012,1,1.1,56,0.0178571428571429
"6245",2013,1,1.1,57,0.0175438596491228
"6246",2014,0,1.1,57,0
"6247",2015,2,1.1,58,0.0344827586206897
"6248",2016,5,1.1,60,0.0833333333333333
"6249",2017,1,1.1,69,0.0144927536231884
"6250",2018,3,1.1,62,0.0483870967741935
"6251",1969,0,1.125,32,0
"6252",1970,0,1.125,35,0
"6253",1971,0,1.125,44,0
"6254",1972,2,1.125,49,0.0408163265306122
"6255",1973,1,1.125,41,0.024390243902439
"6256",1974,1,1.125,45,0.0222222222222222
"6257",1975,1,1.125,36,0.0277777777777778
"6258",1976,0,1.125,33,0
"6259",1977,1,1.125,55,0.0181818181818182
"6260",1978,1,1.125,35,0.0285714285714286
"6261",1979,1,1.125,42,0.0238095238095238
"6262",1980,4,1.125,45,0.0888888888888889
"6263",1981,0,1.125,37,0
"6264",1982,1,1.125,38,0.0263157894736842
"6265",1983,0,1.125,35,0
"6266",1984,1,1.125,41,0.024390243902439
"6267",1985,1,1.125,55,0.0181818181818182
"6268",1986,1,1.125,47,0.0212765957446809
"6269",1987,0,1.125,36,0
"6270",1988,0,1.125,36,0
"6271",1989,0,1.125,46,0
"6272",1990,2,1.125,51,0.0392156862745098
"6273",1991,3,1.125,43,0.0697674418604651
"6274",1992,4,1.125,45,0.0888888888888889
"6275",1993,1,1.125,44,0.0227272727272727
"6276",1994,2,1.125,38,0.0526315789473684
"6277",1995,4,1.125,47,0.0851063829787234
"6278",1996,3,1.125,38,0.0789473684210526
"6279",1997,3,1.125,36,0.0833333333333333
"6280",1998,3,1.125,52,0.0576923076923077
"6281",1999,2,1.125,49,0.0408163265306122
"6282",2000,2,1.125,52,0.0384615384615385
"6283",2001,3,1.125,67,0.0447761194029851
"6284",2002,3,1.125,46,0.0652173913043478
"6285",2003,2,1.125,44,0.0454545454545455
"6286",2004,0,1.125,49,0
"6287",2005,2,1.125,44,0.0454545454545455
"6288",2006,0,1.125,50,0
"6289",2007,5,1.125,65,0.0769230769230769
"6290",2008,1,1.125,53,0.0188679245283019
"6291",2009,3,1.125,48,0.0625
"6292",2010,2,1.125,51,0.0392156862745098
"6293",2011,1,1.125,58,0.0172413793103448
"6294",2012,1,1.125,56,0.0178571428571429
"6295",2013,1,1.125,57,0.0175438596491228
"6296",2014,0,1.125,57,0
"6297",2015,2,1.125,58,0.0344827586206897
"6298",2016,5,1.125,60,0.0833333333333333
"6299",2017,1,1.125,69,0.0144927536231884
"6300",2018,2,1.125,62,0.032258064516129
"6301",1969,0,1.15,32,0
"6302",1970,0,1.15,35,0
"6303",1971,0,1.15,44,0
"6304",1972,2,1.15,49,0.0408163265306122
"6305",1973,1,1.15,41,0.024390243902439
"6306",1974,1,1.15,45,0.0222222222222222
"6307",1975,1,1.15,36,0.0277777777777778
"6308",1976,0,1.15,33,0
"6309",1977,1,1.15,55,0.0181818181818182
"6310",1978,1,1.15,35,0.0285714285714286
"6311",1979,1,1.15,42,0.0238095238095238
"6312",1980,4,1.15,45,0.0888888888888889
"6313",1981,0,1.15,37,0
"6314",1982,1,1.15,38,0.0263157894736842
"6315",1983,0,1.15,35,0
"6316",1984,1,1.15,41,0.024390243902439
"6317",1985,1,1.15,55,0.0181818181818182
"6318",1986,1,1.15,47,0.0212765957446809
"6319",1987,0,1.15,36,0
"6320",1988,0,1.15,36,0
"6321",1989,0,1.15,46,0
"6322",1990,2,1.15,51,0.0392156862745098
"6323",1991,3,1.15,43,0.0697674418604651
"6324",1992,4,1.15,45,0.0888888888888889
"6325",1993,1,1.15,44,0.0227272727272727
"6326",1994,2,1.15,38,0.0526315789473684
"6327",1995,4,1.15,47,0.0851063829787234
"6328",1996,3,1.15,38,0.0789473684210526
"6329",1997,3,1.15,36,0.0833333333333333
"6330",1998,3,1.15,52,0.0576923076923077
"6331",1999,2,1.15,49,0.0408163265306122
"6332",2000,2,1.15,52,0.0384615384615385
"6333",2001,3,1.15,67,0.0447761194029851
"6334",2002,3,1.15,46,0.0652173913043478
"6335",2003,2,1.15,44,0.0454545454545455
"6336",2004,0,1.15,49,0
"6337",2005,2,1.15,44,0.0454545454545455
"6338",2006,0,1.15,50,0
"6339",2007,5,1.15,65,0.0769230769230769
"6340",2008,1,1.15,53,0.0188679245283019
"6341",2009,3,1.15,48,0.0625
"6342",2010,2,1.15,51,0.0392156862745098
"6343",2011,1,1.15,58,0.0172413793103448
"6344",2012,1,1.15,56,0.0178571428571429
"6345",2013,0,1.15,57,0
"6346",2014,0,1.15,57,0
"6347",2015,2,1.15,58,0.0344827586206897
"6348",2016,5,1.15,60,0.0833333333333333
"6349",2017,1,1.15,69,0.0144927536231884
"6350",2018,2,1.15,62,0.032258064516129
"6351",1969,0,1.175,32,0
"6352",1970,0,1.175,35,0
"6353",1971,0,1.175,44,0
"6354",1972,2,1.175,49,0.0408163265306122
"6355",1973,1,1.175,41,0.024390243902439
"6356",1974,1,1.175,45,0.0222222222222222
"6357",1975,1,1.175,36,0.0277777777777778
"6358",1976,0,1.175,33,0
"6359",1977,1,1.175,55,0.0181818181818182
"6360",1978,1,1.175,35,0.0285714285714286
